issue_date,created_at,amount_due,county,fine_amount,interest_amount,issuing_agency,judgment_entry_date,license_type,payment_amount,penalty_amount,plate,precinct,reduction_amount,state,summons_number,violation,violation_status,violation_time
2023-07-24T08:00:00.000000-0400,2023-08-06T01:30:51.541000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,CKG9400,0,0.0,NY,4854008519,PHTO SCHOOL ZN SPEED VIOLATION,,04:58P
2025-06-21T08:00:00.000000-0400,2025-06-29T01:44:08.326000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KYR6862,0,0.0,NY,4952430170,PHTO SCHOOL ZN SPEED VIOLATION,,06:00P
2024-12-22T10:00:00.000000-0500,2024-12-29T02:49:04.757000-0500,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,OMS,50.0,0.0,KBT9305,0,0.0,NY,4930830965,PHTO SCHOOL ZN SPEED VIOLATION,,03:25A
2024-02-04T10:00:00.000000-0500,2024-02-12T15:50:03.708000-0500,85.57,BK,50.0,10.57,DEPARTMENT OF TRANSPORTATION,2024-04-25T04:00:00.000000-0400,PAS,0.0,25.0,R65SWU,0,0.0,NJ,4884086910,PHTO SCHOOL ZN SPEED VIOLATION,,02:01A
2024-11-13T10:00:00.000000-0500,2024-11-24T02:42:12.312000-0500,80.11,BX,50.0,5.11,DEPARTMENT OF TRANSPORTATION,2025-02-13T05:00:00.000000-0500,OMT,0.0,25.0,T801166C,0,0.0,NY,4925834538,PHTO SCHOOL ZN SPEED VIOLATION,,12:35A
2024-10-05T08:00:00.000000-0400,2024-10-13T01:42:40.046000-0400,65.07,QN,50.0,5.2,DEPARTMENT OF TRANSPORTATION,,PAS,15.13,25.0,LKV7662,0,0.0,NY,4919987377,PHTO SCHOOL ZN SPEED VIOLATION,,10:37A
2024-08-13T08:00:00.000000-0400,2024-08-25T01:47:53.395000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KKJ9221,0,0.0,NY,4912200451,PHTO SCHOOL ZN SPEED VIOLATION,,08:31A
2023-08-25T08:00:00.000000-0400,2023-09-03T01:29:35.188000-0400,88.56,BX,50.0,13.56,DEPARTMENT OF TRANSPORTATION,,OMT,0.0,25.0,T725228C,0,0.0,NY,4859398269,PHTO SCHOOL ZN SPEED VIOLATION,,04:48P
2023-09-05T08:00:00.000000-0400,2023-09-18T16:55:04.580000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,071BHWP,0,0.0,TN,4861511768,PHTO SCHOOL ZN SPEED VIOLATION,,12:44A
2024-04-13T08:00:00.000000-0400,2024-04-21T01:34:07.261000-0400,42.15,BX,50.0,9.0,DEPARTMENT OF TRANSPORTATION,2024-07-04T04:00:00.000000-0400,PAS,41.85,25.0,JMZ5546,0,0.0,NY,4892654905,PHTO SCHOOL ZN SPEED VIOLATION,,06:21P
2025-10-07T08:00:00.000000-0400,2025-10-19T01:37:59.655000-0400,75.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,0.0,25.0,CMC5530,0,0.0,NY,4967657205,PHTO SCHOOL ZN SPEED VIOLATION,,11:43A
2024-09-05T08:00:00.000000-0400,2024-09-16T16:39:46.717000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,SRF,50.0,0.0,HONEYBB1,0,0.0,NY,4915877190,PHTO SCHOOL ZN SPEED VIOLATION,,04:01P
2023-09-17T08:00:00.000000-0400,2023-10-01T01:32:43.792000-0400,0.0,ST,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KCA1032,0,0.0,NY,4864103616,PHTO SCHOOL ZN SPEED VIOLATION,,05:04P
2023-10-21T08:00:00.000000-0400,2023-10-29T01:44:54.683000-0400,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,CER3267,0,0.0,NY,4868600539,PHTO SCHOOL ZN SPEED VIOLATION,,07:18A
2024-01-20T10:00:00.000000-0500,2024-01-28T02:37:05.728000-0500,68.39,QN,50.0,8.44,DEPARTMENT OF TRANSPORTATION,2024-04-11T04:00:00.000000-0400,PAS,15.05,25.0,BN05QW,0,0.0,FL,4882514813,PHTO SCHOOL ZN SPEED VIOLATION,,09:06P
2024-10-07T08:00:00.000000-0400,2024-10-20T01:40:16.986000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LLC2794,0,0.0,NY,4920865480,PHTO SCHOOL ZN SPEED VIOLATION,,09:56P
2025-05-25T08:00:00.000000-0400,2025-06-08T01:38:44.962000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,MED,50.0,0.0,92843,0,0.0,NY,4949379896,PHTO SCHOOL ZN SPEED VIOLATION,,10:21A
2025-08-05T08:00:00.000000-0400,2025-08-10T02:16:52.758000-0400,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,OMT,75.0,25.0,T779942C,0,0.0,NY,4959330247,PHTO SCHOOL ZN SPEED VIOLATION,,07:46A
2025-09-10T08:00:00.000000-0400,2025-09-22T16:44:29.036000-0400,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,JDW5711,0,0.0,NY,4964265596,PHTO SCHOOL ZN SPEED VIOLATION,,10:19P
2025-04-01T08:00:00.000000-0400,2025-04-13T01:37:10.137000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LKF6453,0,0.0,NY,4942447537,PHTO SCHOOL ZN SPEED VIOLATION,,07:13P
2023-10-05T08:00:00.000000-0400,2023-10-16T16:18:20.947000-0400,0.0,BK,50.0,0.76,DEPARTMENT OF TRANSPORTATION,2023-12-28T05:00:00.000000-0500,PAS,75.69,25.0,DWJ7604,0,0.07,NY,4866311174,PHTO SCHOOL ZN SPEED VIOLATION,,05:26A
2025-08-29T08:00:00.000000-0400,2025-09-07T01:45:19.540000-0400,0.0,MN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,KUW5118,0,0.0,NY,4962947163,PHTO SCHOOL ZN SPEED VIOLATION,,09:26P
2024-09-06T08:00:00.000000-0400,2024-09-16T16:39:46.717000-0400,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,CJZ4787,0,0.0,NY,4915978473,PHTO SCHOOL ZN SPEED VIOLATION,,07:58A
2023-12-09T10:00:00.000000-0500,2023-12-24T02:32:14.261000-0500,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,HTK1018,0,0.0,NY,4876363500,PHTO SCHOOL ZN SPEED VIOLATION,,09:28P
2024-01-27T10:00:00.000000-0500,2024-02-04T02:32:46.754000-0500,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KRW7394,0,0.0,NY,4882862219,PHTO SCHOOL ZN SPEED VIOLATION,,02:16A
2024-08-25T08:00:00.000000-0400,2024-09-08T01:40:03.470000-0400,81.67,BX,50.0,6.67,DEPARTMENT OF TRANSPORTATION,,PAS,0.0,25.0,LHT9697,0,0.0,NY,4914526633,PHTO SCHOOL ZN SPEED VIOLATION,,06:12P
2025-08-06T08:00:00.000000-0400,2025-08-17T01:58:29.806000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LUH2118,0,0.0,NY,4959529398,PHTO SCHOOL ZN SPEED VIOLATION,,05:51P
2023-11-26T10:00:00.000000-0500,2023-12-03T02:45:07.697000-0500,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,HMR6461,0,0.0,NY,4874060195,PHTO SCHOOL ZN SPEED VIOLATION,,11:48A
2024-03-11T08:00:00.000000-0400,2024-03-24T01:36:06.107000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KUP1600,0,0.0,NY,4888775308,PHTO SCHOOL ZN SPEED VIOLATION,,08:41A
2023-06-13T08:00:00.000000-0400,2023-06-25T01:41:42.981000-0400,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,JNC8368,0,0.0,NY,4846200140,PHTO SCHOOL ZN SPEED VIOLATION,,05:45P
2024-02-20T10:00:00.000000-0500,2024-02-25T02:46:14.156000-0500,85.31,BK,50.0,10.31,DEPARTMENT OF TRANSPORTATION,2024-05-09T04:00:00.000000-0400,PAS,0.0,25.0,1288WT,0,0.0,ME,4885827450,PHTO SCHOOL ZN SPEED VIOLATION,,12:11A
2025-08-19T08:00:00.000000-0400,2025-08-31T01:44:44.636000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,S49VDF,0,0.0,NJ,4961441314,PHTO SCHOOL ZN SPEED VIOLATION,,01:22P
2024-09-29T08:00:00.000000-0400,2024-10-06T01:42:22.023000-0400,0.0,BX,50.0,0.45,DEPARTMENT OF TRANSPORTATION,,PAS,75.43,25.0,HZA5422,0,0.02,NY,4919176090,PHTO SCHOOL ZN SPEED VIOLATION,,03:46A
2024-08-20T08:00:00.000000-0400,2024-08-25T01:47:53.395000-0400,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,HCV5291,0,0.0,NY,4913180540,PHTO SCHOOL ZN SPEED VIOLATION,,01:01P
2023-08-02T08:00:00.000000-0400,2023-08-14T20:33:24.346000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,COM,50.0,0.0,93060MC,0,0.0,NY,4855641996,PHTO SCHOOL ZN SPEED VIOLATION,,02:17P
2023-12-12T10:00:00.000000-0500,2023-12-24T02:32:14.261000-0500,0.0,ST,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KFM2844,0,0.0,NY,4876789903,PHTO SCHOOL ZN SPEED VIOLATION,,02:44P
2023-05-22T08:00:00.000000-0400,2023-06-04T01:34:52.072000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KRU7808,0,0.0,NY,4842471980,PHTO SCHOOL ZN SPEED VIOLATION,,09:27A
2024-07-05T08:00:00.000000-0400,2024-07-14T01:35:50.204000-0400,66.47,ST,50.0,6.73,DEPARTMENT OF TRANSPORTATION,,PAS,15.26,25.0,JNX1645,0,0.0,NY,4905616402,PHTO SCHOOL ZN SPEED VIOLATION,,08:24A
2023-07-05T08:00:00.000000-0400,2023-07-17T13:20:29.469000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,56AUSU,0,0.0,FL,4849566108,PHTO SCHOOL ZN SPEED VIOLATION,,04:16P
2024-03-30T08:00:00.000000-0400,2024-04-15T15:37:42.219000-0400,0.0,ST,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,HKB5383,0,0.0,NY,4891327560,PHTO SCHOOL ZN SPEED VIOLATION,,06:04P
2023-01-14T10:00:00.000000-0500,2023-01-22T02:29:24.485000-0500,0.0,QN,50.0,8.18,DEPARTMENT OF TRANSPORTATION,2023-04-06T04:00:00.000000-0400,PAS,83.18,25.0,KPM7782,0,0.0,NY,4822391620,PHTO SCHOOL ZN SPEED VIOLATION,,04:28A
2024-06-09T08:00:00.000000-0400,2024-06-17T21:39:14.872000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,FMN9865,0,0.0,NY,4901347706,PHTO SCHOOL ZN SPEED VIOLATION,,08:55P
2025-01-26T10:00:00.000000-0500,2025-02-02T02:42:39.622000-0500,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LHP3708,0,0.0,NY,4934985761,PHTO SCHOOL ZN SPEED VIOLATION,,01:06P
2024-09-05T08:00:00.000000-0400,2024-09-16T16:39:46.717000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LGN5417,0,0.0,NY,4916364168,PHTO SCHOOL ZN SPEED VIOLATION,,02:50A
2025-08-16T08:00:00.000000-0400,2025-08-24T02:13:30.490000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LTE4832,0,0.0,NY,4961107384,PHTO SCHOOL ZN SPEED VIOLATION,,12:14P
2023-08-30T08:00:00.000000-0400,2023-09-10T11:02:44.457000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LEC1000,0,0.0,NY,4861141199,PHTO SCHOOL ZN SPEED VIOLATION,,09:05P
2023-11-19T10:00:00.000000-0500,2023-12-03T02:45:07.697000-0500,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KKJ5347,0,0.0,NY,4873312887,PHTO SCHOOL ZN SPEED VIOLATION,,12:03P
2023-08-21T08:00:00.000000-0400,2023-09-03T01:29:35.188000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KHT8410,0,0.0,NY,4859150600,PHTO SCHOOL ZN SPEED VIOLATION,,07:55A
2023-08-21T08:00:00.000000-0400,2023-08-30T14:45:46.149000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KNF7934,0,0.0,NY,4858592996,PHTO SCHOOL ZN SPEED VIOLATION,,03:16P
2024-08-25T08:00:00.000000-0400,2024-09-08T01:40:03.470000-0400,0.0,ST,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KRN5248,0,0.0,NY,4914482812,PHTO SCHOOL ZN SPEED VIOLATION,,07:37A
2023-02-04T10:00:00.000000-0500,2023-02-15T19:08:50.650000-0500,0.0,BK,50.0,1.95,DEPARTMENT OF TRANSPORTATION,2023-04-27T04:00:00.000000-0400,PAS,76.86,25.0,KVY3201,0,0.09,NY,4825472760,PHTO SCHOOL ZN SPEED VIOLATION,,05:42P
2024-05-14T08:00:00.000000-0400,2024-05-26T01:35:17.664000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LAP9495,0,0.0,NY,4897978889,PHTO SCHOOL ZN SPEED VIOLATION,,10:26P
2024-08-09T08:00:00.000000-0400,2024-08-18T01:43:16.009000-0400,0.0,BX,50.0,0.25,DEPARTMENT OF TRANSPORTATION,,PAS,75.25,25.0,VCJ2195,0,0.0,NC,4911979665,PHTO SCHOOL ZN SPEED VIOLATION,,04:12P
2023-08-07T08:00:00.000000-0400,2023-08-14T20:33:24.346000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,SPO,50.0,0.0,461DEA,0,0.0,NY,4856401970,PHTO SCHOOL ZN SPEED VIOLATION,,11:08P
2023-07-27T08:00:00.000000-0400,2023-08-06T01:30:51.541000-0400,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,EAH7565,0,0.0,NY,4854700919,PHTO SCHOOL ZN SPEED VIOLATION,,05:57P
2023-12-27T10:00:00.000000-0500,2024-01-07T02:33:58.698000-0500,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LDD9106,0,0.0,NY,4878828973,PHTO SCHOOL ZN SPEED VIOLATION,,06:57A
2023-12-29T10:00:00.000000-0500,2024-01-07T02:33:58.698000-0500,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,HKSA54,0,0.0,FL,4879647056,PHTO SCHOOL ZN SPEED VIOLATION,,03:27P
2023-10-05T08:00:00.000000-0400,2023-10-22T01:32:19.820000-0400,87.78,BX,50.0,12.78,DEPARTMENT OF TRANSPORTATION,,PAS,0.0,25.0,LM27623,0,0.0,PA,4867105302,PHTO SCHOOL ZN SPEED VIOLATION,,04:54P
2024-06-14T08:00:00.000000-0400,2024-06-30T01:35:42.301000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,D17SMA,0,0.0,NJ,4902611030,PHTO SCHOOL ZN SPEED VIOLATION,,01:30A
2024-09-15T08:00:00.000000-0400,2024-09-29T01:37:25.774000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,TGU1307,0,0.0,GA,4917825052,PHTO SCHOOL ZN SPEED VIOLATION,,12:55A
2024-12-01T10:00:00.000000-0500,2024-12-08T02:52:14.979000-0500,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KHH1364,0,0.0,NY,4927987255,PHTO SCHOOL ZN SPEED VIOLATION,,08:55A
2023-06-24T08:00:00.000000-0400,2023-07-09T01:34:43.968000-0400,0.0,BK,50.0,8.42,DEPARTMENT OF TRANSPORTATION,,PAS,83.42,25.0,KMS2008,0,0.0,NY,4848184010,PHTO SCHOOL ZN SPEED VIOLATION,,11:17A
2025-05-22T08:00:00.000000-0400,2025-05-31T09:01:11.848000-0400,0.0,ST,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,COM,50.0,0.0,23332MM,0,0.0,NY,4948457050,PHTO SCHOOL ZN SPEED VIOLATION,,12:08P
2025-09-22T08:00:00.000000-0400,2025-09-28T01:47:19.607000-0400,75.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,0.0,25.0,LFJ1811,0,0.0,NY,4965696785,PHTO SCHOOL ZN SPEED VIOLATION,,05:24P
2023-08-11T08:00:00.000000-0400,2023-08-20T01:29:19.170000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,FFL8425,0,0.0,NY,4856978949,PHTO SCHOOL ZN SPEED VIOLATION,,01:42P
2025-08-18T08:00:00.000000-0400,2025-08-24T02:13:30.490000-0400,75.17,BX,50.0,0.17,DEPARTMENT OF TRANSPORTATION,2025-11-06T05:00:00.000000-0500,PAS,0.0,25.0,HPM4207,0,0.0,NY,4961166698,PHTO SCHOOL ZN SPEED VIOLATION,,10:27A
2025-08-29T08:00:00.000000-0400,2025-09-07T01:45:19.540000-0400,75.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,0.0,25.0,LVN4557,0,0.0,NY,4962735238,PHTO SCHOOL ZN SPEED VIOLATION,,03:06A
2023-04-06T08:00:00.000000-0400,2023-04-17T16:16:29.150000-0400,0.0,MN,50.0,0.1,DEPARTMENT OF TRANSPORTATION,,OMT,75.04,25.0,T105133C,0,0.06,NY,4834721243,PHTO SCHOOL ZN SPEED VIOLATION,,09:46A
2024-12-17T10:00:00.000000-0500,2024-12-22T02:40:14.739000-0500,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,JEJ7608,0,0.0,NY,4930172706,PHTO SCHOOL ZN SPEED VIOLATION,,04:33P
2025-01-26T10:00:00.000000-0500,2025-02-02T02:42:39.622000-0500,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,MSD5726,0,0.0,PA,4935013552,PHTO SCHOOL ZN SPEED VIOLATION,,08:24P
2024-01-13T10:00:00.000000-0500,2024-01-28T02:37:05.728000-0500,27.77,BK,50.0,8.02,DEPARTMENT OF TRANSPORTATION,2024-04-11T04:00:00.000000-0400,PAS,55.25,25.0,QYYT33,0,0.0,FL,4881771267,PHTO SCHOOL ZN SPEED VIOLATION,,09:50P
2023-07-19T08:00:00.000000-0400,2023-07-30T01:36:00.433000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,LWC8201,0,0.0,PA,4852923152,PHTO SCHOOL ZN SPEED VIOLATION,,08:24P
2023-05-06T08:00:00.000000-0400,2023-05-20T09:16:38.807000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,HDY9486,0,0.0,NY,4840251939,PHTO SCHOOL ZN SPEED VIOLATION,,08:06A
2024-03-28T08:00:00.000000-0400,2024-04-07T01:47:04.240000-0400,0.0,ST,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,D50UCF,0,0.0,NJ,4890971798,PHTO SCHOOL ZN SPEED VIOLATION,,04:13P
2025-08-16T08:00:00.000000-0400,2025-08-24T02:13:30.490000-0400,0.0,ST,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LVC5290,0,0.0,NY,4960816478,PHTO SCHOOL ZN SPEED VIOLATION,,07:47P
2024-01-31T10:00:00.000000-0500,2024-02-12T15:50:03.708000-0500,85.57,BK,50.0,10.57,DEPARTMENT OF TRANSPORTATION,2024-04-25T04:00:00.000000-0400,PAS,0.0,25.0,LVR5381,0,0.0,PA,4883486886,PHTO SCHOOL ZN SPEED VIOLATION,,05:52P
2023-03-26T08:00:00.000000-0400,2023-04-09T01:38:51.988000-0400,0.0,BX,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,LAL9748,0,0.0,NY,4833389472,PHTO SCHOOL ZN SPEED VIOLATION,,01:15P
2024-04-28T08:00:00.000000-0400,2024-05-13T15:23:00.043000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LDH8088,0,0.0,NY,4895567746,PHTO SCHOOL ZN SPEED VIOLATION,,12:34A
2023-01-25T10:00:00.000000-0500,2023-02-05T02:38:07.927000-0500,92.59,ST,50.0,17.59,DEPARTMENT OF TRANSPORTATION,,PAS,0.0,25.0,TVX7769,0,0.0,VA,4824176670,PHTO SCHOOL ZN SPEED VIOLATION,,06:48P
2024-01-06T10:00:00.000000-0500,2024-01-16T16:02:48.918000-0500,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,AP67747,0,0.0,CT,4880417336,PHTO SCHOOL ZN SPEED VIOLATION,,03:35P
2024-06-04T08:00:00.000000-0400,2024-06-17T21:39:14.872000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,COM,50.0,0.0,52307NB,0,0.0,NY,4900924775,PHTO SCHOOL ZN SPEED VIOLATION,,10:53A
2023-10-30T08:00:00.000000-0400,2023-11-05T01:31:39.402000-0500,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,KYU7814,0,0.0,NY,4870050067,PHTO SCHOOL ZN SPEED VIOLATION,,09:59P
2024-10-05T08:00:00.000000-0400,2024-10-20T01:40:16.986000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,SBZ4888,0,0.0,GA,4920701998,PHTO SCHOOL ZN SPEED VIOLATION,,03:35A
2024-05-03T08:00:00.000000-0400,2024-05-13T15:23:00.043000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,JRB6263,0,0.0,NY,4896370892,PHTO SCHOOL ZN SPEED VIOLATION,,10:21A
2025-06-26T08:00:00.000000-0400,2025-07-06T01:51:43.091000-0400,76.08,BX,50.0,1.08,DEPARTMENT OF TRANSPORTATION,,PAS,0.0,25.0,LLB8314,0,0.0,NY,4953436660,PHTO SCHOOL ZN SPEED VIOLATION,,06:51P
2024-01-11T10:00:00.000000-0500,2024-01-21T02:39:09.881000-0500,0.0,ST,50.0,3.9,DEPARTMENT OF TRANSPORTATION,2024-04-04T04:00:00.000000-0400,PAS,78.81,25.0,HSV6508,0,0.09,NY,4881387560,PHTO SCHOOL ZN SPEED VIOLATION,,02:19P
2023-06-03T08:00:00.000000-0400,2023-06-12T13:40:50.941000-0400,0.0,BK,50.0,13.0,DEPARTMENT OF TRANSPORTATION,2023-08-24T04:00:00.000000-0400,PAS,87.91,25.0,LBN3149,0,0.09,NY,4844222170,PHTO SCHOOL ZN SPEED VIOLATION,,01:40A
2025-07-19T08:00:00.000000-0400,2025-07-28T19:01:08.783000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LLR8828,0,0.0,NY,4956977396,PHTO SCHOOL ZN SPEED VIOLATION,,03:12P
2024-01-09T10:00:00.000000-0500,2024-01-16T16:02:48.918000-0500,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,KDS5556,0,0.0,NY,4880927399,PHTO SCHOOL ZN SPEED VIOLATION,,11:57P
2023-06-28T08:00:00.000000-0400,2023-07-09T01:34:43.968000-0400,0.0,BK,50.0,3.03,DEPARTMENT OF TRANSPORTATION,2023-09-21T04:00:00.000000-0400,PAS,78.03,25.0,GUY1380,0,0.0,NY,4848594753,PHTO SCHOOL ZN SPEED VIOLATION,,10:17A
2023-07-23T08:00:00.000000-0400,2023-08-14T20:33:24.346000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,CWD6611,0,0.0,GA,4855455222,PHTO SCHOOL ZN SPEED VIOLATION,,02:59A
2024-11-23T10:00:00.000000-0500,2024-12-01T02:45:30.375000-0500,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,BBH3736,0,0.0,NY,4927036030,PHTO SCHOOL ZN SPEED VIOLATION,,10:14A
2023-08-08T08:00:00.000000-0400,2023-08-14T20:33:24.346000-0400,0.0,BX,50.0,1.02,DEPARTMENT OF TRANSPORTATION,,PAS,75.0,25.0,E43RBY,0,1.02,NJ,4856466240,PHTO SCHOOL ZN SPEED VIOLATION,HEARING ADJOURNMENT,04:59P
2025-10-31T08:00:00.000000-0400,2025-11-09T02:39:46.157000-0500,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,OMV,50.0,0.0,MBRVC226,0,0.0,NY,4970361873,PHTO SCHOOL ZN SPEED VIOLATION,,05:48P
2024-07-03T08:00:00.000000-0400,2024-07-14T01:35:50.204000-0400,0.0,BK,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,LKY6981,0,0.0,NY,4905895250,PHTO SCHOOL ZN SPEED VIOLATION,,04:04P
2024-03-04T10:00:00.000000-0500,2024-03-12T15:55:29.443000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,OMT,75.0,25.0,T665118C,0,0.0,NY,4887537608,PHTO SCHOOL ZN SPEED VIOLATION,,04:15A
2025-02-08T10:00:00.000000-0500,2025-02-16T02:38:38.203000-0500,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,JBD4057,0,0.0,NY,4936517940,PHTO SCHOOL ZN SPEED VIOLATION,,01:25P
2025-07-17T08:00:00.000000-0400,2025-07-28T19:01:08.783000-0400,0.0,QN,50.0,0.0,DEPARTMENT OF TRANSPORTATION,,PAS,50.0,0.0,JRU4730,0,0.0,NY,4956601876,PHTO SCHOOL ZN SPEED VIOLATION,,11:42A
